Timestamp,Turbine_ID,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,Min_Windspeed1,Max_Windspeed1,Avg_Windspeed1,Var_Windspeed1,Min_Windspeed2,Max_Windspeed2,Avg_Windspeed2,Var_Windspeed2,Min_AmbientTemp,Max_AmbientTemp,Avg_AmbientTemp,Min_Pressure,Max_Pressure,Avg_Pressure,Min_Humidity,Max_Humidity,Avg_Humidity,Min_Precipitation,Max_Precipitation,Avg_Precipitation,Max_Raindetection,Anemometer1_Avg_Freq,Anemometer2_Avg_Freq,Pressure_Avg_Freq,components,RUL (Target),Failure (Target)
2016-01-01 00:00:00+00:00,T01,181289.2,133914.9,158499.3,13332.7,5667.0,8128,8126,8049,4242,6846,7295,3909,1597.7,1161.4,1389.8,1693.3,187.5,730.2,144.6,431.9,32884.9,2622,-48478,7124428.0,7075953.0,-38335,-2003345,-2041680,10076,11294,9742,5441,5547,4077,5956,3675,3004,344.5,1228.9,656.3,222.4,11849,5377,5329,5298,5309,42453.6,125.9,7200.0,57619.9,57438.1,57280.7,36639.6,39893.8,37934.7,73596.2,16005.2,5380,123.0,732.9,12491.8,-12249.1,-3025.1000000000004,-17364.9,2472.5,43102.3,76387.7,17171.3,12599.1,-92929.7,-68241.0,-109983.9,9823.7,92920.8,109983.9,67537.9,9877.8,5554,32453.4,617.5,1100.2,866.9,69.95,616.4,1112.7,873.2,73.17,2377.0,2494,2437.0,146330.0,146397,146362.0,12425.0,12698,12561.0,0,0,0,0,16889,17014,59950,,1.0,0
2016-01-02 00:00:00+00:00,T01,100793.6,71082.2,86946.4,8378.4,4907.0,6556,6525,6458,4265,6622,6624,3782,861.0,595.1,735.1,1565.0,130.4,550.6,124.5,49.399999999999935,29649.7,2396,-92435,5305552.0,5213120.0,-47591,-1158906,-1206497,10061,11229,9722,4903,5137,3746,5435,3316,2712,1925.0,2586.7,2151.6,124.39999999999999,8323,4834,4795,4786,4728,31280.4,133.2,7200.0,57520.7,57391.3,57071.2,27538.7,29175.9,28089.5,54881.3,12520.6,4697,76.2,554.3,8917.0,-7234.8,-713.3000000000001,-13383.3,1996.0,33168.5,60498.1,14814.5,9677.9,-45063.8,-35598.1,-53448.7,4432.3,44758.1,53448.7,33839.1,4969.9,4752,23121.899999999998,401.1,793.8,592.5,65.61,402.2,792.4,592.3,65.25,2144.0,2236,2190.0,146340.0,146376,146355.0,12523.0,12755,12635.0,22,85,54,0,11386,11376,59953,,1.0,0
2016-01-03 00:00:00+00:00,T01,133818.3,108905.3,124205.1,5775.7,6162.0,7969,7768,7627,4102,5990,6384,3701,1151.7,929.7,1066.1,1801.8,182.1,795.9,163.6,115.50000000000001,31291.7,2381,-48429,14320625.0,14272196.0,-13299,-2175991,-2189290,9926,11204,9947,4995,5139,3749,5254,3513,2675,1450.1,1910.4,1614.8,84.2,8507,5041,5035,4979,4557,85635.0,142.1,7200.0,57609.4,57385.5,57362.2,71521.4,74149.6,72459.3,126450.1,42343.8,4562,53.5,790.2,18846.1,-13136.2,-11337.4,-15405.6,759.7,85965.6,125808.4,42745.3,18736.1,-67850.8,-54531.9,-73000.0,5227.6,63328.1,73000.0,42621.4,8344.0,5503,35495.5,523.3,1108.7,811.4,139.18,527.7,1109.1,813.9,138.68,2170.0,2287,2235.0,145980.0,146039,146009.0,13499.0,13671,13566.0,4,23,14,0,15764,15811,59603,,1.0,0
2016-01-04 00:00:00+00:00,T01,246412.7,215913.9,234245.0,5730.7,9402.0,14207,13658,13447,5204,7641,8581,4495,2179.8,1913.3,2074.2,2947.9,279.9,1359.3,270.4,308.5,38486.6,2626,0,32602157.0,32602157.0,0,-4588645,-4588645,9891,12329,12545,5891,6012,3968,6258,4863,2808,-346.5,438.6,-151.9,157.0,15218,6006,6001,5867,5523,195619.2,143.5,7199.7,57498.3,57232.9,57808.8,163422.1,166865.5,162321.8,271678.2,113122.8,6108,50.300000000000004,1352.4,35250.6,-27532.2,-25914.9,-29056.1,754.1,195238.1,263401.3,109446.4,34942.0,-133426.6,-100994.2,-143994.0,13072.6,119419.5,143390.4,77022.7,19260.8,8811,38177.5,953.0,1936.8,1440.5,262.56,957.6,1940.1,1444.0,263.94,2407.0,2537,2461.0,145224.0,145288,145271.0,12603.0,12921,12749.0,6,30,17,0,28377,28462,58864,,1.0,0
2016-01-05 00:00:00+00:00,T01,240840.6,206798.4,225681.7,7157.1,8107.0,13162,12695,12515,5338,7817,8533,4036,2129.2,1833.9,1998.9,2839.0,272.8,1302.2,259.5,-101.89999999999999,44182.1,2102,0,27513783.0,27513783.0,0,-4294941,-4294941,9311,11869,12224,5476,5627,3632,5865,4243,2456,-313.4,461.2,-12.300000000000004,164.0,14817,5565,5557,5446,5098,165075.1,142.8,7199.8,57554.1,57291.4,57653.0,138065.9,141454.8,137340.6,217458.1,102684.9,5658,62.6,1299.6,23559.3,-25769.4,-24192.8,-27240.2,728.9,164869.6,213779.1,99751.1,23508.4,-129142.2,-116437.2,-142871.2,6964.7,119370.2,140043.4,101280.0,8765.6,7097,45004.3,1032.5,1864.1,1440.2,215.68,1020.8,1849.9,1429.9,215.81,1896.0,2009,1924.0,144951.0,145022,144996.0,10847.0,11252,11037.0,33,89,61,0,28373,28164,58591,,1.0,0
2016-01-06 00:00:00+00:00,T01,76103.0,49217.799999999996,62756.2,8375.8,4622.0,5500,5518,5471,3591,5730,5733,3370,658.9,413.4,542.5,944.8,103.7,375.6,86.0,-352.1,32514.6,1992,-95721,844384.0,748662.0,-53552,-461781,-515328,8226,9503,8384,4686,4685,3335,4789,2667,2272,2117.7,3104.7000000000003,2451.6,207.2,6910,4633,4590,4592,4323,4488.3,119.5,7200.3,57638.0,57495.4,57159.0,6413.4,7453.9,6874.6,9866.9,-913.6,3934,74.9,376.8,2123.9,-3096.3,10887.3,-14535.6,4091.7,5686.9,12717.5,2184.7000000000003,2290.2,-19508.8,-8920.5,-35258.6,6614.5,19508.8,35258.6,8920.5,6614.5,4570,44026.5,337.2,605.4,472.6,25.37,333.2,603.9,468.9,25.52,1795.0,1909,1858.0,146187.0,146236,146220.0,10319.0,10625,10459.0,0,4,2,0,8976,8904,59814,,1.0,0
2016-01-07 00:00:00+00:00,T01,116169.7,77516.7,95195.1,12623.6,5581.0,6320,6363,6324,3955,5969,6256,3688,1003.6,655.6,820.5,1064.9,126.30000000000001,471.1,94.0,-801.9,36708.4,2387,-93749,1187213.0,1093465.0,-64645,-725468,-790111,9234,10345,8820,5091,4989,3689,5339,3145,2662,1399.6,2768.3,1921.2,342.59999999999997,8773,4969,4907,4918,4945,6560.8,111.60000000000001,7200.0,57578.0,57442.3,57109.6,7972.6,9584.1,8462.3,15404.5,-991.3,4620,113.5,476.2,3377.8,-4742.9,12967.9,-11689.8,3461.7,7935.3,18768.4,1854.5,3721.3,-31077.3,-9089.5,-55914.7,11382.1,31077.3,55914.7,9089.5,11382.1,5497,37510.5,399.8,738.8,569.3,35.27,399.9,742.6,571.6,35.85,2197.0,2301,2251.0,146099.0,146180,146141.0,10915.0,11182,11034.0,0,0,0,0,10917,10951,59725,,1.0,0
2016-01-08 00:00:00+00:00,T01,146891.4,110406.7,126510.0,9768.9,5775.0,6957,6960,6888,3862,6225,6589,3607,1293.8,964.8,1111.1,1534.3,161.4,642.4,139.70000000000002,-638.7,29679.7,2368,-52056,5285917.0,5233861.0,-26132,-1615314,-1641445,9397,10533,9001,5099,5058,3811,5388,3285,2702,1050.4,1660.2,1288.5,129.2,9434,5044,5012,4988,4856,31399.8,129.1,7199.9,57581.0,57400.2,57145.5,27261.9,30030.7,28376.3,60859.2,8298.8,4651,89.0,645.3,11245.1,-9849.5,-3065.7,-12458.3,1554.0,32204.2,64382.8,10052.0,11493.1,-72354.1,-40951.4,-82650.2,9973.8,72346.1,82650.2,40536.2,10011.2,5657,30320.5,549.5,992.5,763.0,67.99,534.2,997.4,761.9,72.12,2202.0,2316,2273.0,145251.0,145299,145270.0,11825.0,12094,11944.0,0,0,0,0,14791,14760,58866,,1.0,0
2016-01-09 00:00:00+00:00,T01,212947.6,173015.9,194460.2,10087.0,7417.0,9641,9520,9411,4003,7216,7786,3960,1885.2,1528.9,1719.6,2002.2,223.6,920.5,180.8,-307.3,39112.4,2426,-23098,13406304.0,13383205.0,-18061,-3008958,-3027020,8706,10664,10004,5634,5675,3785,6064,3900,2646,-119.1,542.1,96.60000000000001,154.4,13580,5621,5584,5535,5447,80281.4,128.8,7200.1,57482.2,57260.9,57299.6,68217.5,72097.2,68891.3,135019.7,34683.6,5605,91.2,918.3,21997.1,-18161.2,-11573.3,-21088.5,1885.2,80580.4,136005.9,34303.4,22055.6,-112977.2,-80199.3,-130071.9,11733.4,111169.7,130071.9,72429.6,13825.5,6751,39421.1,690.3,1364.4,1016.5,134.74,691.1,1365.8,1018.0,134.69,2201.0,2325,2258.0,145120.0,145180,145141.0,11176.0,11508,11336.0,4,32,18,0,19875,19912,58734,,1.0,0
2016-01-10 00:00:00+00:00,T01,228487.8,186155.1,208940.5,9877.7,8209.0,11068,10818,10658,4415,7287,8041,4075,2021.6,1650.2,1850.0,2604.5,235.20000000000002,1084.3,226.8,-130.9,35566.7,2508,-11505,20412997.0,20401491.0,-10786,-3715275,-3726061,9968,11693,10771,5732,5715,3888,6079,4182,2765,-281.1,536.8,-30.400000000000002,178.6,13866,5773,5742,5663,5486,122418.7,135.3,7200.0,57493.6,57190.0,57407.8,102583.9,107149.6,103417.2,193103.8,57034.6,5723,87.3,1084.8,30384.3,-22355.7,-17580.5,-24458.0,1173.6,122544.2,190228.0,55394.3,30362.1,-124432.0,-89419.0,-137568.9,11078.7,118409.0,137568.9,74304.1,15706.5,7115,35698.4,761.1,1654.7,1196.1,236.33,768.4,1661.7,1200.9,236.88,2295.0,2399,2368.0,145416.0,145466,145450.0,10284.0,10650,10462.0,0,2,1,0,23475,23582,59045,,1.0,0
