timestamp,generator_rotations_per_minute_max,generator_rotations_per_minute_min,generator_rotations_per_minute_average,generator_rotations_per_minute_std,generator_bearing_temperature_average,average_generator_phase_1_temperature,average_generator_phase_2_temperature,average_generator_phase_3_temperature,hydraulic_group_oil_temperature_average,gearbox_oil_temprature_average,gearbox_bearing_temperature_average,average_nacelle_temperature,rotor_rotations_per_minute_max,rotor_rotations_per_minute_min,rotor_rotations_per_minute_std,maximum_ambient_wind_speed,minimum_ambient_wind_speed,average_ambient_wind_speed,std_ambient_wind_speed,average_relative_ambient_wind_direction,average_absolute_ambient_wind_direction,average_ambient_temperature,latest_average_active_power_generated_by_generator_0,latest_average_active_power_generated_by_generator_1,latest_average_total_active_power,latest_average_reactive_power_generated_by_generator_0,latest_average_total_reactive_power,average_high_voltage_transformer_phase_1_temperature,average_high_voltage_transformer_phase_2_temperature,average_high_voltage_transformer_phase_3_temperature,average_grid_inverter_phase_1_temperature,average_controller_top_temperature,average_controller_hub_temperature,average_controller_vcp_(variable_control_panel)_temperature,average_generator_slip_ring_temperature,average_spinner_temperature,minimum_blades_pitch_angle,maximum_blades_pitch_angle,average_blades_pitch_angle,standard_deviation_of_blades_pitch_angle,average_controller_vcp_choke_coil_temperature,average_grid_rotor_inverter_phase_1_temperature,average_grid_rotor_inverter_phase_2_temperature,average_grid_rotor_inverter_phase_3_temperature,average_controller_vcp_water_temperature,grid_production_power_average,grid_production_power_factor_average,grid_production_frequency_average,grid_production_voltage_phase_1_average,grid_production_voltage_phase_2_average,grid_production_voltage_phase_3_average,grid_production_current_phase_1_average,grid_production_current_phase_2_average,grid_production_current_phase_3_average,grid_production_power_maximum,grid_production_power_minimum,grid_busbar_temperature_average,rotor_rotations_per_minute_average,ambient_wind_speed_estimated_average,grid_production_power_standard_deviation,grid_production_reactive_power_average,grid_production_reactive_power_maximum,grid_production_reactive_power_minimum,grid_production_reactive_power_standard_deviation,grid_production_possible_power_average,grid_production_possible_power_maximum,grid_production_possible_power_minimum,grid_production_possible_power_standard_deviation,grid_production_possible_inductive_power_average,grid_production_possible_inductive_power_maximum,grid_production_possible_inductive_power_minimum,grid_production_possible_inductive_power_standard_deviation,grid_production_possible_capacitive_power_average,grid_production_possible_capacitive_power_maximum,grid_production_possible_capacitive_power_minimum,grid_production_possible_capacitive_power_standard_deviation,generator_bearing2_temperature_average,nacelle_direction_average,turbine_id,min_windspeed2,max_windspeed2,avg_windspeed2,var_windspeed2,min_windspeed3,max_windspeed3,avg_windspeed3,var_windspeed3,min_ambienttemp,max_ambienttemp,avg_ambienttemp,minimum_atmospheric_pressure,maximum_atmospheric_pressure,average_atmospheric_pressure,min_humidity,max_humidity,avg_humidity,min_precipitation,max_precipitation,avg_precipitation,max_raindetection,anemometer_1_average_frequency,anemometer_2_average_frequency,pressure_sensor_average_frequency,component,target_class
2016-01-01 00:00:00+00:00,1693.8,0.0,1100.6895833333333,92.58819444444445,39.354166666666664,56.44444444444444,56.43055555555556,55.895833333333336,29.458333333333332,47.541666666666664,50.65972222222222,27.145833333333332,15.0,0.0,9.651388888888889,36.4,0.4,5.070833333333334,1.0041666666666667,2.9993055555555554,228.3673611111111,18.208333333333332,-336.65277777777777,49475.194444444445,7075953.0,-266.21527777777777,-2041680,69.97222222222223,78.43055555555556,67.65277777777777,37.78472222222222,38.520833333333336,28.3125,41.361111111111114,25.520833333333332,20.86111111111111,-3.0,89.7,4.557638888888889,1.5444444444444445,82.28472222222223,37.34027777777778,37.00694444444444,36.791666666666664,36.86805555555556,294.81666666666666,0.8743055555555556,50.0,400.1381944444445,398.87569444444443,397.78263888888887,254.44166666666666,277.0402777777778,263.43541666666664,1689.2,-52.1,37.361111111111114,0.8541666666666666,5.089583333333334,86.7486111111111,-85.06319444444445,1000.1,-740.5,17.17013888888889,299.3215277777778,1705.3,0.0,87.49375,-645.3451388888889,0.0,-1000.0,68.2201388888889,645.2833333333333,1000.0,0.0,68.59583333333333,38.56944444444444,225.37083333333334,T01,0.3,11.3,6.020138888888889,0.4857638888888889,0.4,10.9,6.063888888888889,0.508125,16.0,18.0,16.92361111111111,1015.0,1018.0,1016.4027777777778,75.0,96.0,87.22916666666667,0.0,0.0,0.0,0.0,117.28472222222223,118.15277777777777,416.31944444444446,,0
2016-01-02 00:00:00+00:00,1749.8,0.0,603.7944444444444,58.18333333333333,34.076388888888886,45.52777777777778,45.3125,44.84722222222222,29.618055555555557,45.986111111111114,46.0,26.26388888888889,15.4,0.0,5.104861111111111,43.4,0.4,3.823611111111111,0.8645833333333334,0.3430555555555551,205.90069444444444,16.63888888888889,-641.9097222222222,36844.11111111111,5213120.0,-330.49305555555554,-1206497,69.86805555555556,77.97916666666667,67.51388888888889,34.048611111111114,35.673611111111114,26.01388888888889,37.74305555555556,23.02777777777778,18.833333333333332,-3.0,80.7,14.941666666666666,0.8638888888888888,57.798611111111114,33.56944444444444,33.298611111111114,33.236111111111114,32.833333333333336,217.22500000000002,0.9249999999999999,50.0,399.44930555555555,398.55069444444445,396.3277777777778,191.24097222222224,202.61041666666668,195.06597222222223,2098.0,-49.4,32.61805555555556,0.5291666666666667,3.849305555555555,61.923611111111114,-50.24166666666667,1000.4,-865.4,13.86111111111111,230.33680555555554,2000.0,0.0,67.20763888888888,-312.9430555555556,0.0,-1000.0,30.779861111111114,310.8201388888889,1000.0,0.0,34.513194444444444,33.0,160.56875,T01,0.3,14.0,4.114583333333333,0.455625,0.3,14.2,4.113194444444444,0.453125,13.0,18.0,15.208333333333334,1015.0,1019.0,1016.3541666666666,69.0,97.0,87.74305555555556,0.0,21.0,0.375,0.0,79.06944444444444,79.0,416.34027777777777,,0
2016-01-03 00:00:00+00:00,1795.7,0.0,862.5354166666667,40.109027777777776,42.791666666666664,55.34027777777778,53.94444444444444,52.96527777777778,28.48611111111111,41.59722222222222,44.333333333333336,25.70138888888889,15.7,0.0,7.403472222222222,31.4,0.4,5.527083333333334,1.136111111111111,0.8020833333333335,217.30347222222224,16.53472222222222,-336.3125,99448.78472222222,14272196.0,-92.35416666666667,-2189290,68.93055555555556,77.80555555555556,69.07638888888889,34.6875,35.6875,26.03472222222222,36.486111111111114,24.395833333333332,18.57638888888889,-3.1,55.8,11.213888888888889,0.5847222222222223,59.076388888888886,35.00694444444444,34.96527777777778,34.576388888888886,31.645833333333332,594.6875,0.9868055555555555,50.0,400.0652777777778,398.5104166666667,398.3486111111111,496.6763888888888,514.9277777777778,503.18958333333336,2106.5,-50.1,31.680555555555557,0.3715277777777778,5.487500000000001,130.87569444444443,-91.22361111111111,742.7,-220.8,5.2756944444444445,596.9833333333333,2000.0,0.0,130.11180555555555,-471.18611111111113,0.0,-1000.0,36.30277777777778,439.7784722222222,1000.0,0.0,57.94444444444444,38.21527777777778,246.49652777777777,T01,0.0,17.8,5.634722222222222,0.9665277777777779,0.0,18.0,5.652083333333334,0.9630555555555556,13.0,18.0,15.520833333333334,1012.0,1016.0,1013.9513888888889,81.0,98.0,94.20833333333333,0.0,2.0,0.09722222222222222,0.0,109.47222222222223,109.79861111111111,413.90972222222223,,0
2016-01-04 00:00:00+00:00,1784.6,1232.1,1626.701388888889,39.796527777777776,65.29166666666667,98.65972222222223,94.84722222222223,93.38194444444444,36.138888888888886,53.0625,59.59027777777778,31.21527777777778,15.7,10.9,14.404166666666665,40.8,0.4,9.439583333333333,1.8777777777777775,2.142361111111111,267.2680555555555,18.23611111111111,0.0,226403.86805555556,32602157.0,0.0,-4588645,68.6875,85.61805555555556,87.11805555555556,40.90972222222222,41.75,27.555555555555557,43.458333333333336,33.770833333333336,19.5,-3.1,12.5,-1.0548611111111112,1.0902777777777777,105.68055555555556,41.708333333333336,41.673611111111114,40.74305555555556,38.354166666666664,1358.4666666666667,0.9965277777777778,49.99791666666667,399.29375000000005,397.4506944444445,401.45000000000005,1134.8756944444444,1158.7881944444443,1127.2347222222222,2106.7,143.7,42.416666666666664,0.3493055555555556,9.391666666666667,244.79583333333332,-191.19583333333333,-116.3,-222.5,5.236805555555556,1355.820138888889,2000.0,140.8,242.65277777777777,-926.5736111111112,-583.3,-1000.0,90.78194444444445,829.3020833333334,1000.0,406.1,133.75555555555556,61.1875,265.12152777777777,T01,3.8,18.0,10.003472222222221,1.8233333333333333,3.8,18.3,10.027777777777779,1.8329166666666667,16.0,18.0,17.09027777777778,1004.0,1013.0,1008.8263888888889,75.0,98.0,88.53472222222223,0.0,7.0,0.11805555555555555,0.0,197.0625,197.65277777777777,408.77777777777777,,0
2016-01-05 00:00:00+00:00,1812.5,1236.1,1567.2340277777778,49.702083333333334,56.298611111111114,91.40277777777777,88.15972222222223,86.90972222222223,37.06944444444444,54.28472222222222,59.25694444444444,28.02777777777778,15.9,11.0,13.881250000000001,40.4,0.4,9.043055555555556,1.8020833333333333,-0.7076388888888888,306.8201388888889,14.597222222222221,0.0,191067.9375,27513783.0,0.0,-4294941,64.65972222222223,82.42361111111111,84.88888888888889,38.02777777777778,39.076388888888886,25.22222222222222,40.729166666666664,29.46527777777778,17.055555555555557,-3.2,20.8,-0.0854166666666667,1.1388888888888888,102.89583333333333,38.645833333333336,38.59027777777778,37.81944444444444,35.40277777777778,1146.3548611111112,0.9916666666666667,49.99861111111111,399.68125,397.8569444444445,400.36805555555554,958.7909722222222,982.3249999999999,953.7541666666667,2109.4,97.0,39.291666666666664,0.43472222222222223,9.024999999999999,163.60625,-178.95416666666668,-93.7,-228.2,5.061805555555555,1144.927777777778,2000.0,95.6,163.2527777777778,-896.8208333333333,-468.5,-1000.0,48.36597222222222,828.9597222222222,1000.0,406.1,60.87222222222223,49.28472222222222,312.52986111111113,T01,4.7,23.8,10.00138888888889,1.4977777777777779,4.4,24.0,9.929861111111112,1.4986805555555556,10.0,18.0,13.36111111111111,1001.0,1013.0,1006.9166666666666,52.0,98.0,76.64583333333333,0.0,15.0,0.4236111111111111,0.0,197.03472222222223,195.58333333333334,406.88194444444446,,0
2016-01-06 00:00:00+00:00,1520.1,0.0,435.8069444444444,58.165277777777774,32.09722222222222,38.19444444444444,38.31944444444444,37.99305555555556,24.9375,39.791666666666664,39.8125,23.40277777777778,13.5,0.0,3.767361111111111,14.8,0.4,2.6083333333333334,0.5972222222222222,-2.445138888888889,225.79583333333332,13.833333333333334,-664.7291666666666,5863.777777777777,748662.0,-371.8888888888889,-515328,57.125,65.99305555555556,58.22222222222222,32.541666666666664,32.53472222222222,23.15972222222222,33.25694444444444,18.520833333333332,15.777777777777779,-2.4,79.1,17.025,1.4388888888888889,47.986111111111114,32.173611111111114,31.875,31.88888888888889,30.020833333333332,31.168750000000003,0.8298611111111112,50.00208333333333,400.2638888888889,399.2736111111111,396.9375,44.537499999999994,51.763194444444444,47.74027777777778,618.3,-49.7,27.319444444444443,0.5201388888888889,2.6166666666666667,14.749305555555557,-21.502083333333335,1000.2,-999.5,28.414583333333333,39.49236111111111,630.8,0.0,15.904166666666665,-135.47777777777776,0.0,-1000.0,45.93402777777778,135.47777777777776,1000.0,0.0,45.93402777777778,31.73611111111111,305.7395833333333,T01,0.0,9.9,3.2819444444444446,0.17618055555555556,0.0,9.9,3.2562499999999996,0.17722222222222223,9.0,16.0,12.902777777777779,1013.0,1017.0,1015.4166666666666,59.0,85.0,72.63194444444444,0.0,1.0,0.013888888888888888,0.0,62.333333333333336,61.833333333333336,415.375,,0
2016-01-07 00:00:00+00:00,1551.3,0.0,661.0770833333333,87.66388888888889,38.75694444444444,43.888888888888886,44.1875,43.916666666666664,27.46527777777778,41.451388888888886,43.44444444444444,25.61111111111111,13.7,0.0,5.697916666666667,16.5,0.4,3.271527777777778,0.6527777777777778,-5.56875,254.91944444444445,16.57638888888889,-651.0347222222222,8244.534722222223,1093465.0,-448.9236111111111,-790111,64.125,71.84027777777777,61.25,35.354166666666664,34.645833333333336,25.618055555555557,37.076388888888886,21.84027777777778,18.48611111111111,-2.4,89.7,13.341666666666667,2.3791666666666664,60.923611111111114,34.50694444444444,34.076388888888886,34.15277777777778,34.34027777777778,45.56111111111111,0.775,50.0,399.84722222222223,398.90486111111113,396.59444444444443,55.36527777777778,66.55625,58.76597222222222,607.4,-49.8,32.083333333333336,0.7881944444444444,3.3069444444444445,23.456944444444446,-32.93680555555555,1000.3,-864.5,24.039583333333333,55.10625,618.4,0.0,25.842361111111114,-215.81458333333333,0.0,-1000.0,79.04236111111112,215.81458333333333,1000.0,0.0,79.04236111111112,38.173611111111114,260.4895833333333,T01,0.7000000000000001,8.0,3.953472222222222,0.24493055555555557,0.6000000000000001,8.1,3.9694444444444446,0.24895833333333334,14.0,17.0,15.631944444444445,1013.0,1017.0,1014.8680555555555,67.0,84.0,76.625,0.0,0.0,0.0,0.0,75.8125,76.04861111111111,414.75694444444446,,0
2016-01-08 00:00:00+00:00,1704.8,0.0,878.5416666666666,67.83958333333334,40.104166666666664,48.3125,48.333333333333336,47.833333333333336,26.819444444444443,43.229166666666664,45.75694444444444,25.04861111111111,15.1,0.0,7.715972222222222,25.2,0.4,4.461111111111111,0.970138888888889,-4.435416666666667,206.10902777777778,16.444444444444443,-361.5,36707.756944444445,5233861.0,-181.47222222222223,-1641445,65.25694444444444,73.14583333333333,62.50694444444444,35.40972222222222,35.125,26.46527777777778,37.416666666666664,22.8125,18.76388888888889,-3.1,81.5,8.947916666666666,0.8972222222222221,65.51388888888889,35.02777777777778,34.80555555555556,34.638888888888886,33.72222222222222,218.05416666666667,0.8965277777777777,49.99930555555555,399.86805555555554,398.61249999999995,396.84375,189.31875000000002,208.54652777777778,197.05763888888887,1656.9,-50.2,32.298611111111114,0.6180555555555556,4.481249999999999,78.09097222222222,-68.39930555555556,1000.1,-202.7,10.791666666666666,223.64027777777778,1731.9,0.0,79.81319444444445,-502.4590277777778,0.0,-1000.0,69.26249999999999,502.40347222222226,1000.0,0.0,69.52222222222223,39.28472222222222,210.55902777777777,T01,0.0,13.1,5.298611111111111,0.47215277777777775,0.2,13.3,5.290972222222222,0.5008333333333334,13.0,18.0,15.784722222222221,1005.0,1013.0,1008.8194444444445,70.0,93.0,82.94444444444444,0.0,0.0,0.0,0.0,102.71527777777777,102.5,408.7916666666667,,0
2016-01-09 00:00:00+00:00,1774.5,0.0,1350.4180555555556,70.04861111111111,51.50694444444444,66.95138888888889,66.11111111111111,65.35416666666667,27.79861111111111,50.111111111111114,54.06944444444444,27.5,15.5,0.0,11.941666666666666,38.8,0.4,6.392361111111111,1.2555555555555555,-2.134027777777778,271.6138888888889,16.84722222222222,-160.40277777777777,93099.33333333333,13383205.0,-125.42361111111111,-3027020,60.458333333333336,74.05555555555556,69.47222222222223,39.125,39.40972222222222,26.28472222222222,42.111111111111114,27.083333333333332,18.375,-3.2,89.7,0.6708333333333334,1.0722222222222222,94.30555555555556,39.03472222222222,38.77777777777778,38.4375,37.826388888888886,557.5097222222222,0.8944444444444445,50.00069444444445,399.1819444444444,397.6451388888889,397.9138888888889,473.7326388888889,500.67499999999995,478.4118055555556,2108.2,-50.0,38.923611111111114,0.6333333333333333,6.377083333333333,152.7576388888889,-126.11944444444445,1000.2,-217.9,13.091666666666667,559.5861111111111,2000.0,0.0,153.1638888888889,-784.5638888888889,0.0,-1000.0,81.48194444444444,772.0118055555555,1000.0,0.0,96.01041666666667,46.88194444444444,273.7576388888889,T01,1.7000000000000002,17.0,7.059027777777778,0.9356944444444445,1.6,17.2,7.069444444444445,0.9353472222222222,14.0,18.0,15.680555555555555,1004.0,1012.0,1007.9236111111111,58.0,97.0,78.72222222222223,0.0,4.0,0.125,0.0,138.02083333333334,138.27777777777777,407.875,,0
2016-01-10 00:00:00+00:00,1789.1,175.9,1450.9756944444443,68.5951388888889,57.00694444444444,76.86111111111111,75.125,74.01388888888889,30.65972222222222,50.604166666666664,55.84027777777778,28.29861111111111,15.7,1.6,12.847222222222221,40.6,0.4,7.529861111111111,1.5750000000000002,-0.9090277777777778,246.9909722222222,17.416666666666668,-79.89583333333333,141756.92361111112,20401491.0,-74.90277777777777,-3726061,69.22222222222223,81.20138888888889,74.79861111111111,39.80555555555556,39.6875,27.0,42.21527777777778,29.041666666666668,19.20138888888889,-3.0,45.0,-0.21111111111111114,1.2402777777777778,96.29166666666667,40.09027777777778,39.875,39.326388888888886,38.09722222222222,850.129861111111,0.9395833333333334,50.0,399.2611111111111,397.15277777777777,398.6652777777778,712.3881944444444,744.0944444444444,718.175,2104.4,-48.4,39.74305555555556,0.60625,7.533333333333333,211.00208333333333,-155.24791666666667,758.2,-223.8,8.149999999999999,851.0013888888889,2000.0,0.0,210.84791666666666,-864.1111111111111,0.0,-1000.0,76.93541666666667,822.2847222222222,1000.0,0.0,109.07291666666667,49.40972222222222,247.90555555555557,T01,2.6,19.0,8.306249999999999,1.6411805555555556,2.6,19.4,8.339583333333334,1.645,15.0,18.0,16.444444444444443,1009.0,1012.0,1010.0694444444445,53.0,87.0,72.65277777777777,0.0,1.0,0.006944444444444444,0.0,163.02083333333334,163.76388888888889,410.03472222222223,,0
