Timestamp,Turbine_ID,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,Min_Windspeed1,Max_Windspeed1,Avg_Windspeed1,Var_Windspeed1,Min_Windspeed2,Max_Windspeed2,Avg_Windspeed2,Var_Windspeed2,Min_AmbientTemp,Max_AmbientTemp,Avg_AmbientTemp,Min_Pressure,Max_Pressure,Avg_Pressure,Min_Humidity,Max_Humidity,Avg_Humidity,Min_Precipitation,Max_Precipitation,Avg_Precipitation,Max_Raindetection,Anemometer1_Avg_Freq,Anemometer2_Avg_Freq,Pressure_Avg_Freq,components,Failure (Target),reconstruction_error,predicted_faulty
2016-05-20 00:00:00+00:00,0,153475.6,126347.8,141927.0,6510.8,6521.0,8478,8287,8178,4012,5687,6223,3801,1347.9,1111.0,1246.0,1653.4,200.9,784.7,145.0,-309.2,15636.6,2689,-26835,13994221.0,13967386.0,-10581,-2184014,-2194595,8196,9321,8526,4562,4749,3775,4962,3830,3005,534.1,1164.8,810.1,134.2,9470,4568,4544,4491,4377,83799.7,112.3,5949.9,47502.6,47355.2,47518.4,70863.1,72578.1,70352.1,126328.1,43760.0,4491,56.3,769.5,17354.2,-13163.3,-9379.8,-15731.2,1126.1,84070.4,126575.0,43428.8,17353.7,-80737.0,-60624.9,-88539.6,6628.400000000001,77348.8,88197.0,49956.9,8402.2,5566,15945.8,583.0,1072.6,5.832638888888889,91.61,579.6,1078.4,5.855555555555556,93.87,3034.0,3162,21.42361111111111,145377.0,145427,1009.7083333333334,9113.0,9637,65.05555555555556,0,0,0,0,113.45138888888889,113.93055555555556,409.6736111111111,GEARBOX,1,0.08471764931376985,False
2016-05-21 00:00:00+00:00,0,226693.4,177926.8,206209.6,12292.9,8416.0,11702,11448,11338,5210,7664,8341,4879,2005.3,1574.2,1825.5,2208.0,309.6,1072.5,194.8,-371.9,18005.2,3328,-34649,18352811.0,18318160.0,-24482,-3324073,-3348553,9250,11456,11308,5770,6197,4673,6412,5099,3621,-190.7,825.5,49.89999999999999,196.3,14157,5789,5763,5686,5582,109904.9,135.3,7200.1,57435.5,57242.2,57511.4,93690.9,95793.7,92030.3,165202.7,55131.4,5975,108.4,1044.7,23852.8,-20089.3,-15599.8,-23158.0,1309.4,110344.4,164875.8,53983.5,23874.3,-120437.2,-95582.5,-133260.5,8500.5,115533.1,133260.5,86328.5,10573.4,7247,18377.6,580.0,1343.3,6.717361111111111,184.08,584.2,1351.6,6.770833333333333,185.63,3132.0,3253,22.15972222222222,145141.0,145162,1008.0138888888888,7185.0,7501,50.84722222222222,0,0,0,0,131.13888888888889,132.20138888888889,408.0,GEARBOX,1,0.13955235813882239,False
2016-05-22 00:00:00+00:00,0,174086.3,109822.0,141522.1,19140.3,6621.0,7628,7645,7586,4849,6546,6997,4204,1531.4,944.5,1239.4,1471.1,165.20000000000002,645.7,130.4,180.5,41059.5,2998,-76708,4278260.0,4201557.0,-52587,-1344460,-1397045,9150,10681,9591,5355,5504,4532,5838,3986,3509,417.1,2278.3,990.8,443.7,10435,5266,5204,5204,5233,25204.0,118.3,7200.3,57568.0,57398.2,57133.3,23218.0,25906.4,24345.2,54075.2,4757.2,5163,174.6,637.7,10199.5,-8388.4,10863.2,-18271.8,4366.2,26682.4,57489.0,7138.9,10552.4,-67908.8,-32075.8,-96564.8,14716.3,67908.8,96564.8,32075.8,14716.3,5472,41598.8,456.5,931.1,4.779861111111111,66.64,454.0,931.0,4.768055555555556,66.67,2742.0,2850,19.43055555555556,145564.0,145591,1010.9652777777778,11271.0,11622,79.45138888888889,0,0,0,0,92.48611111111111,92.11805555555556,410.94444444444446,GEARBOX,1,0.17348940794119455,False
2016-05-23 00:00:00+00:00,0,134579.8,104923.8,122777.1,7721.6,6547.0,8195,8078,7987,4634,6649,6950,4273,1173.9,911.0,1069.0,1567.9,198.2,727.3,140.8,2457.7,22357.5,3094,-64818,10455658.0,10390841.0,-32455,-1980168,-2012623,10251,11693,10342,5176,5384,4428,5688,4140,3371,1576.1,2166.4,1799.3,151.1,9434,5123,5085,5052,4990,62361.0,136.4,7200.2,57545.4,57415.9,57360.2,53146.5,54755.5,53004.0,100161.9,26593.6,5003,69.5,715.6,15720.8,-12075.1,-9951.0,-14514.5,811.2,62876.0,102120.6,27289.1,15700.7,-73450.3,-63192.9,-76062.2,2168.9,72243.8,76062.2,55623.4,3845.3,6114,20620.7,510.2,1003.2,5.331250000000001,92.35,510.3,1006.1,5.348611111111111,92.99,2881.0,3007,20.416666666666668,145558.0,145604,1010.9652777777778,10452.0,10860,73.94444444444444,0,2,1,0,103.40972222222224,103.79166666666669,410.9375,GEARBOX,1,0.20152277582301614,False
2016-05-24 00:00:00+00:00,0,201873.5,150864.6,175695.0,13535.7,6498.0,8890,8887,8818,4683,6902,7462,4321,1785.7,1327.5,1553.1,1723.9,222.6,767.7,148.0,-108.5,28532.5,3031,-47619,6992002.0,6944383.0,-39798,-2219817,-2259613,9034,10826,9914,5581,5857,4615,6226,4212,3571,-83.6,1251.0,268.0,314.2,12925,5508,5471,5436,5467,41663.1,120.5,7200.0,57469.8,57278.6,57172.4,37660.4,40601.1,38238.4,75781.0,16411.1,5632,121.1,756.5,12632.3,-13565.3,741.7,-26703.8,4475.9,42601.3,78759.5,17705.9,12715.0,-98956.4,-54841.2,-128034.6,19369.2,98540.4,128034.6,53331.0,19842.7,6302,28642.1,553.5,1077.2,5.652083333333334,76.74,558.7,1081.2,5.676388888888889,77.24,2797.0,2897,19.72222222222222,144895.0,144930,1006.3402777777778,10435.0,10742,73.43055555555556,0,0,0,0,109.81944444444444,110.39583333333331,406.31944444444446,GEARBOX,1,0.08223241664755314,False
2016-05-25 00:00:00+00:00,0,176149.9,128376.6,152821.3,13838.5,5528.0,7778,7839,7772,4510,6525,7012,4042,1558.0,1112.4,1343.1,1623.6,183.1,673.3,135.20000000000002,-367.4,39826.6,2820,-53063,4435730.0,4382663.0,-39489,-1593031,-1632524,9950,11396,9810,5428,5537,4409,5956,3738,3335,351.6,1704.6,689.6,316.3,11501,5337,5282,5266,5297,26292.0,119.3,7199.9,57455.7,57286.9,57036.2,24308.3,27220.3,25600.8,53842.1,7527.9,5270,129.8,661.4,9837.3,-9798.0,7426.900000000001,-22892.6,4884.0,27346.8,56409.0,9885.5,9945.0,-78814.8,-36961.4,-109968.3,20014.5,78814.8,109968.3,36961.4,20014.5,5221,40555.2,528.6,971.7,5.144444444444444,61.76,526.0,969.7,5.138194444444444,61.4,2577.0,2703,18.21527777777778,144790.0,144828,1005.6388888888888,10136.0,10462,71.47222222222223,0,0,0,0,99.64583333333331,99.5,405.5833333333333,GEARBOX,1,0.14385661388707963,False
2016-05-26 00:00:00+00:00,0,132398.8,97289.7,113594.4,9974.5,5184.0,6955,6995,6941,4312,6256,6560,3989,1140.6,815.7,964.7,1398.9,148.4,580.6,117.1,-1012.4,41170.8,2800,-76277,3529131.0,3452851.0,-46777,-1183375,-1230156,9805,11105,9529,5124,5308,4296,5685,3601,3281,1310.2,2057.0,1540.1,150.1,9673,5026,4962,4964,4983,20721.5,126.3,7200.0,57584.8,57446.4,57156.7,18826.3,20769.2,19527.8,45656.0,1166.5,4926,94.8,574.6,9760.1,-7381.2,511.0,-11535.8,1892.1,21740.8,48155.7,3841.1,9793.2,-58911.5,-18208.1,-73265.8,13568.9,58911.5,73265.8,18208.1,13568.9,4887,42543.3,461.0,868.2,4.618055555555555,60.59,458.4,865.9,4.592361111111111,60.7,2585.0,2707,18.45138888888889,144807.0,144865,1005.8541666666666,9560.0,9889,67.47222222222223,0,0,0,0,89.14583333333333,88.64583333333333,405.74305555555554,GEARBOX,1,0.14083348155716713,False
2016-05-27 00:00:00+00:00,0,118464.2,92451.8,103651.6,6874.9,5020.0,6630,6661,6613,4447,6020,6312,4064,1039.1,799.1,906.6,1248.8,151.4,524.4,102.0,2450.5,34019.3,2900,-55140,2877194.0,2822055.0,-23263,-1056148,-1079412,9792,11042,9481,5090,5243,4428,5636,3616,3399,1393.7,1997.8,1581.3,105.1,8934,5002,4934,4931,4947,16932.9,126.7,7199.9,57582.4,57463.0,57142.6,15366.0,17326.8,15945.8,34358.5,2246.5,4862,64.0,515.4,6743.6,-6474.6,-1545.6,-10070.0,1250.0,17516.1,36641.2,4128.5,6805.8,-54976.6,-20222.8,-64717.4,9697.2,54976.6,64717.4,20222.8,9697.2,4728,29049.9,402.6,748.5,3.917361111111111,43.13,399.1,751.1,3.913888888888889,44.13,2675.0,2793,18.97222222222222,145176.0,145218,1008.3402777777778,9513.0,9892,67.4375,0,0,0,0,75.19444444444444,75.0,408.28472222222223,GEARBOX,1,0.1907392792903696,False
2016-05-28 00:00:00+00:00,0,162879.1,135303.2,151789.2,5941.3,6922.0,10059,9795,9668,4864,6745,7269,4245,1436.1,1191.1,1337.9,2059.1,221.7,925.7,182.0,-911.6,37497.2,2802,-52498,17076936.0,17024438.0,-27661,-2532976,-2560638,10279,11975,10990,5394,5559,4266,5867,4172,3163,965.5,1588.3,1186.7,114.4,11123,5384,5350,5286,5145,102142.1,135.8,7200.0,57536.4,57372.6,57497.1,86131.8,88063.3,86099.1,142017.1,51793.0,5372,53.0,902.1,20158.2,-15366.1,-11920.6,-17749.7,1017.9,102558.8,139887.2,51440.1,20138.6,-79791.0,-62529.7,-87137.2,7129.7,72963.8,87002.8,51751.2,10148.2,6687,39488.7,720.9,1271.7,6.939583333333333,115.25,722.0,1278.9,6.958333333333333,116.36,2605.0,2711,18.47222222222222,145591.0,145639,1011.2430555555557,10905.0,11361,77.43055555555556,0,4,2,0,135.70138888888889,136.02083333333334,411.2013888888889,GEARBOX,1,0.11353536751106352,False
2016-05-29 00:00:00+00:00,0,149640.2,111096.3,131046.4,10949.1,6080.0,7562,7547,7490,4352,6780,7034,4024,1301.7,953.1,1131.8,1592.5,175.6,667.7,131.5,1224.1,38182.1,2734,-68150,5845236.0,5777085.0,-37062,-1559259,-1596321,9100,10653,9635,5205,5441,4228,5806,3729,3188,994.4,1711.0,1215.9,168.1,10414,5136,5084,5064,5059,34660.7,133.0,7200.0,57552.7,57355.9,57150.7,29850.4,32528.0,30828.0,66375.5,9979.7,5108,99.8,655.5,12115.0,-9576.3,-3334.6,-13670.1,1534.9,35352.8,69291.1,11463.8,12249.1,-78740.1,-50742.2,-86847.1,7408.5,78703.9,86847.1,50419.7,7479.7,6266,42717.0,518.5,980.9,5.141666666666667,67.87,514.6,976.2,5.127777777777777,68.09,2492.0,2623,17.65972222222222,145922.0,145962,1013.5069444444443,9746.0,10207,69.35416666666667,0,0,0,0,99.70833333333331,99.36805555555556,413.4583333333333,GEARBOX,1,0.11555994179438564,False
